Raw Weather Data for La Canada Flintridge, CA
	Average Visibility
1979-09-20	34.8	MOUNT WILSON
1979-09-21	7.0	BURBANK-GLENDALE-PAS
1979-09-22	34.8	MOUNT WILSON
1979-09-23	41.0	MOUNT WILSON
1979-09-24	34.8	MOUNT WILSON
1979-09-25	14.0	BURBANK-GLENDALE-PAS
1979-09-26	21.8	BURBANK-GLENDALE-PAS
1979-09-27	13.7	BURBANK-GLENDALE-PAS
1979-09-28	41.0	MOUNT WILSON
1979-09-29	37.3	MOUNT WILSON
1979-09-30	7.4	BURBANK-GLENDALE-PAS
1979-10-01	34.8	MOUNT WILSON
1979-10-02	15.1	BURBANK-GLENDALE-PAS
1979-10-03	18.7	BURBANK-GLENDALE-PAS
1979-10-04	7.9	BURBANK-GLENDALE-PAS
1979-10-05	47.2	MOUNT WILSON
1979-10-06	9.8	BURBANK-GLENDALE-PAS
1979-10-07	34.8	MOUNT WILSON
1979-10-08	5.8	BURBANK-GLENDALE-PAS
1979-10-09	7.5	BURBANK-GLENDALE-PAS
1979-10-10	6.2	BURBANK-GLENDALE-PAS
1979-10-11	43.5	MOUNT WILSON
1979-10-12	5.9	BURBANK-GLENDALE-PAS
1979-10-13	5.3	BURBANK-GLENDALE-PAS
1979-10-14	28.6	MOUNT WILSON
1979-10-15	14.0	BURBANK-GLENDALE-PAS
1979-10-16	10.3	BURBANK-GLENDALE-PAS
1979-10-17	34.8	MOUNT WILSON
1979-10-18	34.8	MOUNT WILSON
1979-10-19	3.6	BURBANK-GLENDALE-PAS
1979-10-20	8.7	BURBANK-GLENDALE-PAS
1979-10-21	23.7	BURBANK-GLENDALE-PAS
1979-10-22	14.3	BURBANK-GLENDALE-PAS
1979-10-23	37.3	MOUNT WILSON
1979-10-24	38.5	MOUNT WILSON
1979-10-25	37.3	MOUNT WILSON
1979-10-26	14.6	BURBANK-GLENDALE-PAS
1979-10-27	38.5	MOUNT WILSON
1979-10-28	37.3	MOUNT WILSON
1979-10-29	18.9	BURBANK-GLENDALE-PAS
1979-10-30	43.5	MOUNT WILSON
1979-10-31	43.5	MOUNT WILSON
1979-11-01	34.8	MOUNT WILSON
1979-11-02	16.8	BURBANK-GLENDALE-PAS
1979-11-03	8.4	BURBANK-GLENDALE-PAS
1979-11-04	20.7	BURBANK-GLENDALE-PAS
1979-11-05	23.8	BURBANK-GLENDALE-PAS
1979-11-06	41.0	MOUNT WILSON
1979-11-07	10.3	BURBANK-GLENDALE-PAS
1979-11-08	17.3	BURBANK-GLENDALE-PAS
1979-11-09	9.9	BURBANK-GLENDALE-PAS
1979-11-10	5.6	BURBANK-GLENDALE-PAS
1979-11-11	39.8	MOUNT WILSON
1979-11-12	7.6	BURBANK-GLENDALE-PAS
1979-11-13	41.0	MOUNT WILSON
1979-11-14	41.0	MOUNT WILSON
1979-11-16	19.7	BURBANK-GLENDALE-PAS
1979-11-17	36.0	MOUNT WILSON
1979-11-18	20.3	BURBANK-GLENDALE-PAS
1979-11-19	43.5	MOUNT WILSON
1979-11-20	47.2	MOUNT WILSON
1979-11-21	43.5	MOUNT WILSON
1979-11-22	47.2	MOUNT WILSON
1979-11-23	21.0	BURBANK-GLENDALE-PAS
1979-11-24	43.5	MOUNT WILSON
1979-11-25	22.8	BURBANK-GLENDALE-PAS
1979-11-26	4.3	BURBANK-GLENDALE-PAS
1979-11-27	34.8	MOUNT WILSON
1979-11-28	38.5	MOUNT WILSON
1979-11-29	42.3	MOUNT WILSON
1979-11-30	46.0	MOUNT WILSON
1979-12-01	26.5	BURBANK-GLENDALE-PAS
1979-12-02	26.7	BURBANK-GLENDALE-PAS
1979-12-03	27.2	BURBANK-GLENDALE-PAS
1979-12-04	28.2	BURBANK-GLENDALE-PAS
1979-12-05	43.5	MOUNT WILSON
1979-12-06	25.7	BURBANK-GLENDALE-PAS
1979-12-07	41.5	MOUNT WILSON
1979-12-08	23.1	BURBANK-GLENDALE-PAS
1979-12-09	14.9	BURBANK-GLENDALE-PAS
1979-12-10	1.9	BURBANK-GLENDALE-PAS
1979-12-11	3.2	BURBANK-GLENDALE-PAS
1979-12-12	17.6	BURBANK-GLENDALE-PAS
1979-12-13	18.7	BURBANK-GLENDALE-PAS
1979-12-14	24.6	BURBANK-GLENDALE-PAS
1979-12-15	24.0	BURBANK-GLENDALE-PAS
1979-12-16	30.3	BURBANK-GLENDALE-PAS
1979-12-17	46.0	MOUNT WILSON
1979-12-18	18.0	BURBANK-GLENDALE-PAS
1979-12-19	11.2	BURBANK-GLENDALE-PAS
1979-12-20	7.0	BURBANK-GLENDALE-PAS
1979-12-21	17.5	MOUNT WILSON
1979-12-22	27.5	BURBANK-GLENDALE-PAS
1979-12-23	44.5	MOUNT WILSON
1979-12-24	11.2	BURBANK-GLENDALE-PAS
1979-12-25	11.4	MOUNT WILSON
1979-12-26	30.7	BURBANK-GLENDALE-PAS
1979-12-27	20.5	BURBANK-GLENDALE-PAS
1979-12-28	34.5	MOUNT WILSON
1979-12-29	26.4	BURBANK-GLENDALE-PAS
1979-12-30	18.4	BURBANK-GLENDALE-PAS
1979-12-31	13.0	BURBANK-GLENDALE-PAS
1980-01-01	23.1	BURBANK-GLENDALE-PAS
1980-01-02	21.2	BURBANK-GLENDALE-PAS
1980-01-03	33.6	BURBANK-GLENDALE-PAS
1980-01-04	43.2	MOUNT WILSON
1980-01-05	16.9	BURBANK-GLENDALE-PAS
1980-01-06	5.3	BURBANK-GLENDALE-PAS
1980-01-07	24.7	MOUNT WILSON
1980-01-08	3.6	BURBANK-GLENDALE-PAS
1980-01-09	10.0	BURBANK-GLENDALE-PAS
1980-01-10	10.4	BURBANK-GLENDALE-PAS
1980-01-11	7.5	BURBANK-GLENDALE-PAS
1980-01-12	0.2	MOUNT WILSON
1980-01-13	2.6	BURBANK-GLENDALE-PAS
1980-01-14	5.8	BURBANK-GLENDALE-PAS
1980-01-15	7.7	BURBANK-GLENDALE-PAS
1980-01-16	5.1	BURBANK-GLENDALE-PAS
1980-01-17	0.2	MOUNT WILSON
1980-01-18	19.9	BURBANK-GLENDALE-PAS
1980-01-19	21.1	BURBANK-GLENDALE-PAS
1980-01-20	31.1	BURBANK-GLENDALE-PAS
1980-01-21	29.0	BURBANK-GLENDALE-PAS
1980-01-22	21.6	BURBANK-GLENDALE-PAS
1980-01-23	47.2	MOUNT WILSON
1980-01-24	47.2	MOUNT WILSON
1980-01-25	47.2	MOUNT WILSON
1980-01-26	6.9	BURBANK-GLENDALE-PAS
1980-01-27	11.4	MOUNT WILSON
1980-01-28	6.4	BURBANK-GLENDALE-PAS
1980-01-29	5.1	BURBANK-GLENDALE-PAS
1980-01-30	19.9	MOUNT WILSON
1980-01-31	23.7	MOUNT WILSON
1980-02-01	38.5	MOUNT WILSON
1980-02-02	32.9	BURBANK-GLENDALE-PAS
1980-02-03	25.5	BURBANK-GLENDALE-PAS
1980-02-04	14.8	BURBANK-GLENDALE-PAS
1980-02-05	14.0	BURBANK-GLENDALE-PAS
1980-02-06	10.9	BURBANK-GLENDALE-PAS
1980-02-07	25.3	BURBANK-GLENDALE-PAS
1980-02-08	47.0	MOUNT WILSON
1980-02-09	27.7	BURBANK-GLENDALE-PAS
1980-02-10	29.4	BURBANK-GLENDALE-PAS
1980-02-11	16.6	BURBANK-GLENDALE-PAS
1980-02-12	6.3	BURBANK-GLENDALE-PAS
1980-02-13	7.8	BURBANK-GLENDALE-PAS
1980-02-14	6.7	BURBANK-GLENDALE-PAS
1980-02-15	5.7	BURBANK-GLENDALE-PAS
1980-02-16	5.1	BURBANK-GLENDALE-PAS
1980-02-17	4.8	BURBANK-GLENDALE-PAS
1980-02-18	6.7	BURBANK-GLENDALE-PAS
1980-02-19	5.7	BURBANK-GLENDALE-PAS
1980-02-20	9.8	BURBANK-GLENDALE-PAS
1980-02-21	9.1	BURBANK-GLENDALE-PAS
1980-02-22	18.8	MOUNT WILSON
1980-02-23	39.8	MOUNT WILSON
1980-02-24	38.5	MOUNT WILSON
1980-02-25	42.3	MOUNT WILSON
1980-02-26	27.8	BURBANK-GLENDALE-PAS
1980-02-27	53.4	MOUNT WILSON
1980-02-28	8.9	BURBANK-GLENDALE-PAS
1980-02-29	13.4	BURBANK-GLENDALE-PAS
1980-03-01	5.3	BURBANK-GLENDALE-PAS
1980-03-02	4.1	BURBANK-GLENDALE-PAS
1980-03-03	6.0	BURBANK-GLENDALE-PAS
1980-03-04	10.0	BURBANK-GLENDALE-PAS
1980-03-05	7.1	BURBANK-GLENDALE-PAS
1980-03-06	8.6	BURBANK-GLENDALE-PAS
1980-03-07	17.6	BURBANK-GLENDALE-PAS
1980-03-08	18.2	BURBANK-GLENDALE-PAS
1980-03-09	19.9	BURBANK-GLENDALE-PAS
1980-03-10	47.2	MOUNT WILSON
1980-03-11	15.8	BURBANK-GLENDALE-PAS
1980-03-12	23.7	MOUNT WILSON
1980-03-13	19.9	BURBANK-GLENDALE-PAS
1980-03-14	12.1	BURBANK-GLENDALE-PAS
1980-03-15	8.8	BURBANK-GLENDALE-PAS
1980-03-16	16.3	BURBANK-GLENDALE-PAS
1980-03-17	43.5	MOUNT WILSON
1980-03-18	13.7	BURBANK-GLENDALE-PAS
1980-03-19	29.2	BURBANK-GLENDALE-PAS
1980-03-20	47.2	MOUNT WILSON
1980-03-21	20.2	BURBANK-GLENDALE-PAS
1980-03-22	37.3	BURBANK-GLENDALE-PAS
1980-03-23	32.8	BURBANK-GLENDALE-PAS
1980-03-24	16.4	BURBANK-GLENDALE-PAS
1980-03-25	11.4	BURBANK-GLENDALE-PAS
1980-03-26	23.1	BURBANK-GLENDALE-PAS
1980-03-27	22.5	BURBANK-GLENDALE-PAS
1980-03-28	14.1	BURBANK-GLENDALE-PAS
1980-03-29	28.0	BURBANK-GLENDALE-PAS
1980-03-30	18.6	BURBANK-GLENDALE-PAS
1980-03-31	10.4	BURBANK-GLENDALE-PAS
1980-04-01	21.5	BURBANK-GLENDALE-PAS
1980-04-02	13.5	BURBANK-GLENDALE-PAS
1980-04-03	29.8	MOUNT WILSON
1980-04-04	8.9	BURBANK-GLENDALE-PAS
1980-04-05	11.3	BURBANK-GLENDALE-PAS
1980-04-06	20.0	MOUNT WILSON
1980-04-07	43.5	MOUNT WILSON
1980-04-08	43.5	MOUNT WILSON
1980-04-09	27.8	BURBANK-GLENDALE-PAS
1980-04-10	20.8	BURBANK-GLENDALE-PAS
1980-04-11	36.0	MOUNT WILSON
1980-04-12	31.7	BURBANK-GLENDALE-PAS
1980-04-13	32.9	BURBANK-GLENDALE-PAS
1980-04-14	22.0	BURBANK-GLENDALE-PAS
1980-04-15	12.0	BURBANK-GLENDALE-PAS
1980-04-16	8.7	BURBANK-GLENDALE-PAS
1980-04-17	8.5	BURBANK-GLENDALE-PAS
1980-04-18	8.2	BURBANK-GLENDALE-PAS
1980-04-19	8.9	BURBANK-GLENDALE-PAS
1980-04-20	6.9	BURBANK-GLENDALE-PAS
1980-04-21	11.0	BURBANK-GLENDALE-PAS
1980-04-22	14.9	BURBANK-GLENDALE-PAS
1980-04-23	13.3	BURBANK-GLENDALE-PAS
1980-04-24	11.4	MOUNT WILSON
1980-04-25	34.8	MOUNT WILSON
1980-04-26	34.8	MOUNT WILSON
1980-04-28	7.7	BURBANK-GLENDALE-PAS
1980-04-29	14.1	BURBANK-GLENDALE-PAS
1980-04-30	6.5	BURBANK-GLENDALE-PAS
1980-05-01	6.6	BURBANK-GLENDALE-PAS
1980-05-02	28.6	MOUNT WILSON
1980-05-03	16.6	BURBANK-GLENDALE-PAS
1980-05-04	44.7	MOUNT WILSON
1980-05-05	5.3	BURBANK-GLENDALE-PAS
1980-05-06	3.5	BURBANK-GLENDALE-PAS
1980-05-07	32.8	MOUNT WILSON
1980-05-08	5.0	BURBANK-GLENDALE-PAS
1980-05-09	5.8	BURBANK-GLENDALE-PAS
1980-05-10	0.2	MOUNT WILSON
1980-05-11	20.7	BURBANK-GLENDALE-PAS
1980-05-12	12.6	MOUNT WILSON
1980-05-13	14.2	BURBANK-GLENDALE-PAS
1980-05-14	12.1	BURBANK-GLENDALE-PAS
1980-05-15	9.7	BURBANK-GLENDALE-PAS
1980-05-16	5.7	BURBANK-GLENDALE-PAS
1980-05-17	34.8	MOUNT WILSON
1980-05-18	4.8	BURBANK-GLENDALE-PAS
1980-05-19	34.8	MOUNT WILSON
1980-05-20	2.2	BURBANK-GLENDALE-PAS
1980-05-21	3.0	BURBANK-GLENDALE-PAS
1980-05-22	7.1	BURBANK-GLENDALE-PAS
1980-05-23	11.1	BURBANK-GLENDALE-PAS
1980-05-24	29.4	BURBANK-GLENDALE-PAS
1980-05-25	27.9	BURBANK-GLENDALE-PAS
1980-05-26	21.9	BURBANK-GLENDALE-PAS
1980-05-27	11.8	BURBANK-GLENDALE-PAS
1980-05-28	0.2	MOUNT WILSON
1980-05-29	9.4	BURBANK-GLENDALE-PAS
1980-05-30	12.4	BURBANK-GLENDALE-PAS
1980-05-31	11.0	BURBANK-GLENDALE-PAS
1980-06-01	8.6	BURBANK-GLENDALE-PAS
1980-06-02	6.6	BURBANK-GLENDALE-PAS
1980-06-03	6.7	BURBANK-GLENDALE-PAS
1980-06-04	34.8	MOUNT WILSON
1980-06-05	15.3	BURBANK-GLENDALE-PAS
1980-06-06	20.1	BURBANK-GLENDALE-PAS
1980-06-07	47.2	MOUNT WILSON
1980-06-08	43.5	MOUNT WILSON
1980-06-09	15.3	BURBANK-GLENDALE-PAS
1980-06-10	7.6	BURBANK-GLENDALE-PAS
1980-06-11	5.5	BURBANK-GLENDALE-PAS
1980-06-12	12.9	BURBANK-GLENDALE-PAS
1980-06-13	15.9	BURBANK-GLENDALE-PAS
1980-06-14	53.4	MOUNT WILSON
1980-06-15	13.4	BURBANK-GLENDALE-PAS
1980-06-16	14.4	BURBANK-GLENDALE-PAS
1980-06-17	4.9	BURBANK-GLENDALE-PAS
1980-06-18	3.9	BURBANK-GLENDALE-PAS
1980-06-19	5.9	BURBANK-GLENDALE-PAS
1980-06-20	36.0	MOUNT WILSON
1980-06-21	6.8	BURBANK-GLENDALE-PAS
1980-06-22	6.6	BURBANK-GLENDALE-PAS
1980-06-23	39.8	MOUNT WILSON
1980-06-24	10.9	BURBANK-GLENDALE-PAS
1980-06-25	43.5	MOUNT WILSON
1980-06-26	13.3	BURBANK-GLENDALE-PAS
1980-06-27	12.1	BURBANK-GLENDALE-PAS
1980-06-28	14.9	BURBANK-GLENDALE-PAS
1980-06-29	13.9	BURBANK-GLENDALE-PAS
1980-06-30	13.2	BURBANK-GLENDALE-PAS
1980-07-01	15.3	BURBANK-GLENDALE-PAS
1980-07-02	26.2	MOUNT WILSON
1980-07-03	37.3	MOUNT WILSON
1980-07-04	37.3	MOUNT WILSON
1980-07-05	7.7	BURBANK-GLENDALE-PAS
1980-07-06	47.2	MOUNT WILSON
1980-07-07	16.0	BURBANK-GLENDALE-PAS
1980-07-08	19.3	BURBANK-GLENDALE-PAS
1980-07-09	24.2	BURBANK-GLENDALE-PAS
1980-07-10	25.5	BURBANK-GLENDALE-PAS
1980-07-11	47.2	MOUNT WILSON
1980-07-12	47.2	MOUNT WILSON
1980-07-13	44.7	MOUNT WILSON
1980-07-14	12.0	BURBANK-GLENDALE-PAS
1980-07-15	19.1	BURBANK-GLENDALE-PAS
1980-07-16	25.8	BURBANK-GLENDALE-PAS
1980-07-17	47.2	MOUNT WILSON
1980-07-18	44.7	MOUNT WILSON
1980-07-19	34.8	MOUNT WILSON
1980-07-20	4.2	BURBANK-GLENDALE-PAS
1980-07-21	42.3	MOUNT WILSON
1980-07-22	42.3	MOUNT WILSON
1980-07-23	8.0	BURBANK-GLENDALE-PAS
1980-07-24	5.7	BURBANK-GLENDALE-PAS
1980-07-25	6.3	BURBANK-GLENDALE-PAS
1980-07-26	7.1	BURBANK-GLENDALE-PAS
1980-07-27	6.5	BURBANK-GLENDALE-PAS
1980-07-28	10.3	BURBANK-GLENDALE-PAS
1980-07-29	8.9	BURBANK-GLENDALE-PAS
1980-07-30	12.3	BURBANK-GLENDALE-PAS
1980-07-31	13.9	BURBANK-GLENDALE-PAS
1980-08-01	11.6	BURBANK-GLENDALE-PAS
1980-08-02	7.0	BURBANK-GLENDALE-PAS
1980-08-03	6.2	BURBANK-GLENDALE-PAS
1980-08-04	29.8	MOUNT WILSON
1980-08-05	7.0	BURBANK-GLENDALE-PAS
1980-08-06	9.8	BURBANK-GLENDALE-PAS
1980-08-07	9.8	BURBANK-GLENDALE-PAS
1980-08-08	47.2	MOUNT WILSON
1980-08-09	9.6	BURBANK-GLENDALE-PAS
1980-08-10	6.2	BURBANK-GLENDALE-PAS
1980-08-11	4.9	BURBANK-GLENDALE-PAS
1980-08-12	38.5	MOUNT WILSON
1980-08-13	4.2	BURBANK-GLENDALE-PAS
1980-08-14	34.8	MOUNT WILSON
1980-08-15	6.3	BURBANK-GLENDALE-PAS
1980-08-16	7.4	BURBANK-GLENDALE-PAS
1980-08-17	6.3	BURBANK-GLENDALE-PAS
1980-08-18	38.5	MOUNT WILSON
1980-08-19	8.9	BURBANK-GLENDALE-PAS
1980-08-20	8.7	BURBANK-GLENDALE-PAS
1980-08-21	8.8	BURBANK-GLENDALE-PAS
1980-08-22	4.3	BURBANK-GLENDALE-PAS
1980-08-23	7.4	BURBANK-GLENDALE-PAS
1980-08-24	44.7	MOUNT WILSON
1980-08-25	44.7	MOUNT WILSON
1980-08-26	47.2	MOUNT WILSON
1980-08-27	8.5	BURBANK-GLENDALE-PAS
1980-08-28	7.0	BURBANK-GLENDALE-PAS
1980-08-29	8.0	BURBANK-GLENDALE-PAS
1980-08-30	20.3	BURBANK-GLENDALE-PAS
1980-08-31	13.0	BURBANK-GLENDALE-PAS
1980-09-01	38.5	MOUNT WILSON
1980-09-02	38.5	MOUNT WILSON
1980-09-03	2.9	BURBANK-GLENDALE-PAS
1980-09-04	42.3	MOUNT WILSON
1980-09-05	5.1	BURBANK-GLENDALE-PAS
1980-09-06	42.3	MOUNT WILSON
1980-09-07	8.3	BURBANK-GLENDALE-PAS
1980-09-08	10.3	BURBANK-GLENDALE-PAS
1980-09-09	42.3	MOUNT WILSON
1980-09-10	38.5	MOUNT WILSON
1980-09-11	3.0	BURBANK-GLENDALE-PAS
1980-09-12	2.5	BURBANK-GLENDALE-PAS
1980-09-13	2.6	BURBANK-GLENDALE-PAS
1980-09-14	6.5	BURBANK-GLENDALE-PAS
1980-09-15	11.5	BURBANK-GLENDALE-PAS
1980-09-16	8.1	BURBANK-GLENDALE-PAS
1980-09-17	15.5	BURBANK-GLENDALE-PAS
1980-09-18	20.4	BURBANK-GLENDALE-PAS
1980-09-19	17.7	BURBANK-GLENDALE-PAS
1980-09-20	42.3	MOUNT WILSON
1980-09-21	5.1	BURBANK-GLENDALE-PAS
1980-09-22	4.0	BURBANK-GLENDALE-PAS
1980-09-23	2.8	BURBANK-GLENDALE-PAS
1980-09-24	4.3	BURBANK-GLENDALE-PAS
1980-09-25	42.3	MOUNT WILSON
1980-09-26	2.4	BURBANK-GLENDALE-PAS
1980-09-27	6.6	BURBANK-GLENDALE-PAS
1980-09-28	6.5	BURBANK-GLENDALE-PAS
1980-09-29	7.3	BURBANK-GLENDALE-PAS
1980-09-30	19.2	BURBANK-GLENDALE-PAS
1980-10-01	17.9	BURBANK-GLENDALE-PAS
1980-10-02	42.3	MOUNT WILSON
1980-10-03	1.3	BURBANK-GLENDALE-PAS
1980-10-04	1.1	BURBANK-GLENDALE-PAS
1980-10-05	2.2	BURBANK-GLENDALE-PAS
1980-10-06	2.2	BURBANK-GLENDALE-PAS
1980-10-07	3.4	BURBANK-GLENDALE-PAS
1980-10-08	2.1	BURBANK-GLENDALE-PAS
1980-10-09	1.3	BURBANK-GLENDALE-PAS
1980-10-10	1.2	BURBANK-GLENDALE-PAS
1980-10-11	42.3	MOUNT WILSON
1980-10-12	42.3	MOUNT WILSON
1980-10-13	4.1	BURBANK-GLENDALE-PAS
1980-10-14	12.6	MOUNT WILSON
1980-10-15	25.0	BURBANK-GLENDALE-PAS
1980-10-16	13.8	BURBANK-GLENDALE-PAS
1980-10-17	37.3	MOUNT WILSON
1980-10-18	43.5	MOUNT WILSON
1980-10-19	47.2	MOUNT WILSON
1980-10-20	28.1	BURBANK-GLENDALE-PAS
1980-10-21	43.5	MOUNT WILSON
1980-10-22	11.5	BURBANK-GLENDALE-PAS
1980-10-23	9.6	BURBANK-GLENDALE-PAS
1980-10-24	13.5	BURBANK-GLENDALE-PAS
1980-10-25	41.0	MOUNT WILSON
1980-10-26	27.4	MOUNT WILSON
1980-10-27	18.3	BURBANK-GLENDALE-PAS
1980-10-28	19.3	BURBANK-GLENDALE-PAS
1980-10-29	22.5	BURBANK-GLENDALE-PAS
1980-10-30	22.4	BURBANK-GLENDALE-PAS
1980-10-31	21.5	BURBANK-GLENDALE-PAS
1980-11-01	47.2	MOUNT WILSON
1980-11-02	16.9	BURBANK-GLENDALE-PAS
1980-11-03	14.5	BURBANK-GLENDALE-PAS
1980-11-04	13.8	BURBANK-GLENDALE-PAS
1980-11-05	4.1	BURBANK-GLENDALE-PAS
1980-11-06	1.7	BURBANK-GLENDALE-PAS
1980-11-07	1.9	BURBANK-GLENDALE-PAS
1980-11-08	0.8	BURBANK-GLENDALE-PAS
1980-11-09	42.3	MOUNT WILSON
1980-11-10	1.4	BURBANK-GLENDALE-PAS
1980-11-11	2.8	BURBANK-GLENDALE-PAS
1980-11-12	21.3	MOUNT WILSON
1980-11-13	27.4	MOUNT WILSON
1980-11-14	38.5	MOUNT WILSON
1980-11-15	47.2	MOUNT WILSON
1980-11-16	23.1	BURBANK-GLENDALE-PAS
1980-11-17	16.8	BURBANK-GLENDALE-PAS
1980-11-18	43.5	MOUNT WILSON
1980-11-19	17.9	BURBANK-GLENDALE-PAS
1980-11-20	47.2	MOUNT WILSON
1980-11-21	26.8	BURBANK-GLENDALE-PAS
1980-11-22	14.4	BURBANK-GLENDALE-PAS
1980-11-23	6.5	BURBANK-GLENDALE-PAS
1980-11-24	42.3	MOUNT WILSON
1980-11-25	20.1	BURBANK-GLENDALE-PAS
1980-11-26	44.7	MOUNT WILSON
1980-11-27	22.5	BURBANK-GLENDALE-PAS
1980-11-28	43.5	MOUNT WILSON
1980-11-29	12.6	BURBANK-GLENDALE-PAS
1980-11-30	3.5	BURBANK-GLENDALE-PAS
1980-12-01	3.3	BURBANK-GLENDALE-PAS
1980-12-02	3.8	BURBANK-GLENDALE-PAS
1980-12-03	2.6	BURBANK-GLENDALE-PAS
1980-12-04	6.2	BURBANK-GLENDALE-PAS
1980-12-05	8.7	BURBANK-GLENDALE-PAS
1980-12-06	27.1	BURBANK-GLENDALE-PAS
1980-12-07	20.5	BURBANK-GLENDALE-PAS
1980-12-08	37.3	MOUNT WILSON
1980-12-09	47.2	MOUNT WILSON
1980-12-10	27.1	BURBANK-GLENDALE-PAS
1980-12-11	23.4	BURBANK-GLENDALE-PAS
1980-12-12	44.7	MOUNT WILSON
1980-12-13	43.5	MOUNT WILSON
1980-12-14	42.3	MOUNT WILSON
1980-12-15	26.4	BURBANK-GLENDALE-PAS
1980-12-16	47.2	MOUNT WILSON
1980-12-17	18.1	BURBANK-GLENDALE-PAS
1980-12-18	1.5	BURBANK-GLENDALE-PAS
1980-12-19	1.4	BURBANK-GLENDALE-PAS
1980-12-20	8.9	BURBANK-GLENDALE-PAS
1980-12-21	21.6	BURBANK-GLENDALE-PAS
1980-12-22	7.6	BURBANK-GLENDALE-PAS
1980-12-23	42.3	MOUNT WILSON
1980-12-24	19.5	BURBANK-GLENDALE-PAS
1980-12-25	47.2	MOUNT WILSON
1980-12-26	32.7	BURBANK-GLENDALE-PAS
1980-12-27	11.1	BURBANK-GLENDALE-PAS
1980-12-28	2.7	BURBANK-GLENDALE-PAS
1980-12-29	14.3	BURBANK-GLENDALE-PAS
1980-12-30	28.4	BURBANK-GLENDALE-PAS
1980-12-31	47.2	MOUNT WILSON
1981-01-01	47.2	MOUNT WILSON
1981-01-02	12.2	BURBANK-GLENDALE-PAS
1981-01-03	3.0	BURBANK-GLENDALE-PAS
1981-01-04	8.5	BURBANK-GLENDALE-PAS
1981-01-05	16.5	BURBANK-GLENDALE-PAS
1981-01-06	26.1	BURBANK-GLENDALE-PAS
1981-01-07	47.2	MOUNT WILSON
1981-01-08	43.5	MOUNT WILSON
1981-01-09	8.7	BURBANK-GLENDALE-PAS
1981-01-10	19.5	BURBANK-GLENDALE-PAS
1981-01-11	19.9	BURBANK-GLENDALE-PAS
1981-01-12	22.4	BURBANK-GLENDALE-PAS
1981-01-13	25.3	BURBANK-GLENDALE-PAS
1981-01-14	15.2	BURBANK-GLENDALE-PAS
1981-01-15	5.6	BURBANK-GLENDALE-PAS
1981-01-16	5.2	BURBANK-GLENDALE-PAS
1981-01-17	7.4	BURBANK-GLENDALE-PAS
1981-01-18	16.3	BURBANK-GLENDALE-PAS
1981-01-19	8.7	BURBANK-GLENDALE-PAS
1981-01-20	4.3	BURBANK-GLENDALE-PAS
1981-01-21	3.4	BURBANK-GLENDALE-PAS
1981-01-22	6.6	BURBANK-GLENDALE-PAS
1981-01-23	8.2	BURBANK-GLENDALE-PAS
1981-01-24	32.4	MOUNT WILSON
1981-01-25	46.0	MOUNT WILSON
1981-01-26	18.0	BURBANK-GLENDALE-PAS
1981-01-27	42.3	MOUNT WILSON
1981-01-28	8.6	BURBANK-GLENDALE-PAS
1981-01-29	9.3	BURBANK-GLENDALE-PAS
1981-01-30	26.2	BURBANK-GLENDALE-PAS
1981-01-31	43.5	MOUNT WILSON
1981-02-01	47.2	MOUNT WILSON
1981-02-02	23.8	BURBANK-GLENDALE-PAS
1981-02-03	32.4	BURBANK-GLENDALE-PAS
1981-02-04	13.4	BURBANK-GLENDALE-PAS
1981-02-05	6.4	BURBANK-GLENDALE-PAS
1981-02-06	4.8	BURBANK-GLENDALE-PAS
1981-02-07	2.7	BURBANK-GLENDALE-PAS
1981-02-08	3.4	BURBANK-GLENDALE-PAS
1981-02-09	4.3	BURBANK-GLENDALE-PAS
1981-02-10	6.9	BURBANK-GLENDALE-PAS
1981-02-11	4.2	BURBANK-GLENDALE-PAS
1981-02-12	12.5	BURBANK-GLENDALE-PAS
1981-02-13	19.8	BURBANK-GLENDALE-PAS
1981-02-14	47.2	MOUNT WILSON
1981-02-15	19.9	BURBANK-GLENDALE-PAS
1981-02-16	24.7	BURBANK-GLENDALE-PAS
1981-02-17	27.5	BURBANK-GLENDALE-PAS
1981-02-18	44.7	MOUNT WILSON
1981-02-19	20.8	BURBANK-GLENDALE-PAS
1981-02-20	47.2	MOUNT WILSON
1981-02-21	47.2	MOUNT WILSON
1981-02-22	31.9	BURBANK-GLENDALE-PAS
1981-02-23	20.3	BURBANK-GLENDALE-PAS
1981-02-24	13.3	BURBANK-GLENDALE-PAS
1981-02-25	18.5	BURBANK-GLENDALE-PAS
1981-02-26	26.2	MOUNT WILSON
1981-02-27	47.2	MOUNT WILSON
1981-02-28	9.3	BURBANK-GLENDALE-PAS
1981-03-01	7.0	BURBANK-GLENDALE-PAS
1981-03-02	17.2	BURBANK-GLENDALE-PAS
1981-03-03	14.9	BURBANK-GLENDALE-PAS
1981-03-04	12.3	BURBANK-GLENDALE-PAS
1981-03-05	11.1	BURBANK-GLENDALE-PAS
1981-03-06	17.6	BURBANK-GLENDALE-PAS
1981-03-07	9.8	BURBANK-GLENDALE-PAS
1981-03-08	17.8	BURBANK-GLENDALE-PAS
1981-03-09	21.1	BURBANK-GLENDALE-PAS
1981-03-10	24.4	BURBANK-GLENDALE-PAS
1981-03-11	12.2	BURBANK-GLENDALE-PAS
1981-03-12	5.5	BURBANK-GLENDALE-PAS
