Raw Weather Data for La Canada Flintridge, CA
	Maximum Daily Temperature
1981-04-24	78.1	BURBANK-GLENDALE-PAS
1981-04-25	75.9	BURBANK-GLENDALE-PAS
1981-04-26	62.1	MOUNT WILSON
1981-04-27	75.0	BURBANK-GLENDALE-PAS
1981-04-28	75.0	MOUNT WILSON
1981-04-29	98.1	BURBANK-GLENDALE-PAS
1981-04-30	89.1	BURBANK-GLENDALE-PAS
1981-05-01	78.1	MOUNT WILSON
1981-05-02	72.0	MOUNT WILSON
1981-05-03	66.9	MOUNT WILSON
1981-05-04	57.0	MOUNT WILSON
1981-05-05	55.0	MOUNT WILSON
1981-05-06	57.0	MOUNT WILSON
1981-05-07	80.1	BURBANK-GLENDALE-PAS
1981-05-08	64.9	MOUNT WILSON
1981-05-09	72.0	MOUNT WILSON
1981-05-10	93.0	BURBANK-GLENDALE-PAS
1981-05-11	68.0	MOUNT WILSON
1981-05-12	80.1	BURBANK-GLENDALE-PAS
1981-05-13	75.0	BURBANK-GLENDALE-PAS
1981-05-14	72.0	BURBANK-GLENDALE-PAS
1981-05-15	71.1	BURBANK-GLENDALE-PAS
1981-05-16	72.0	BURBANK-GLENDALE-PAS
1981-05-17	81.0	BURBANK-GLENDALE-PAS
1981-05-18	80.1	BURBANK-GLENDALE-PAS
1981-05-19	57.9	MOUNT WILSON
1981-05-20	72.0	BURBANK-GLENDALE-PAS
1981-05-21	55.0	MOUNT WILSON
1981-05-22	78.1	BURBANK-GLENDALE-PAS
1981-05-23	69.1	MOUNT WILSON
1981-05-24	72.0	MOUNT WILSON
1981-05-25	81.0	BURBANK-GLENDALE-PAS
1981-05-26	64.9	MOUNT WILSON
1981-05-27	77.0	BURBANK-GLENDALE-PAS
1981-05-28	80.1	BURBANK-GLENDALE-PAS
1981-05-29	78.1	BURBANK-GLENDALE-PAS
1981-05-30	80.1	BURBANK-GLENDALE-PAS
1981-05-31	78.1	MOUNT WILSON
1981-06-01	81.0	BURBANK-GLENDALE-PAS
1981-06-02	73.0	MOUNT WILSON
1981-06-03	73.9	MOUNT WILSON
1981-06-04	80.1	MOUNT WILSON
1981-06-05	99.0	BURBANK-GLENDALE-PAS
1981-06-06	88.0	BURBANK-GLENDALE-PAS
1981-06-07	89.1	BURBANK-GLENDALE-PAS
1981-06-08	78.1	MOUNT WILSON
1981-06-09	86.0	BURBANK-GLENDALE-PAS
1981-06-10	84.9	BURBANK-GLENDALE-PAS
1981-06-11	82.0	BURBANK-GLENDALE-PAS
1981-06-12	84.0	BURBANK-GLENDALE-PAS
1981-06-13	66.9	MOUNT WILSON
1981-06-14	98.1	BURBANK-GLENDALE-PAS
1981-06-15	102.0	BURBANK-GLENDALE-PAS
1981-06-16	78.1	MOUNT WILSON
1981-06-17	105.1	BURBANK-GLENDALE-PAS
1981-06-18	102.9	BURBANK-GLENDALE-PAS
1981-06-19	96.1	BURBANK-GLENDALE-PAS
1981-06-20	95.0	BURBANK-GLENDALE-PAS
1981-06-21	91.9	BURBANK-GLENDALE-PAS
1981-06-22	84.0	MOUNT WILSON
1981-06-23	93.9	BURBANK-GLENDALE-PAS
1981-06-24	96.1	BURBANK-GLENDALE-PAS
1981-06-25	84.0	MOUNT WILSON
1981-06-26	95.0	BURBANK-GLENDALE-PAS
1981-06-27	84.9	MOUNT WILSON
1981-06-28	84.9	BURBANK-GLENDALE-PAS
1981-06-29	80.1	MOUNT WILSON
1981-06-30	91.0	BURBANK-GLENDALE-PAS
1981-07-01	89.1	BURBANK-GLENDALE-PAS
1981-07-02	93.9	BURBANK-GLENDALE-PAS
1981-07-03	106.0	BURBANK-GLENDALE-PAS
1981-07-04	99.0	BURBANK-GLENDALE-PAS
1981-07-05	97.0	BURBANK-GLENDALE-PAS
1981-07-06	82.9	MOUNT WILSON
1981-07-07	78.1	MOUNT WILSON
1981-07-08	90.0	BURBANK-GLENDALE-PAS
1981-07-09	78.1	MOUNT WILSON
1981-07-10	89.1	BURBANK-GLENDALE-PAS
1981-07-11	90.0	BURBANK-GLENDALE-PAS
1981-07-12	80.1	MOUNT WILSON
1981-07-13	96.1	BURBANK-GLENDALE-PAS
1981-07-14	80.1	MOUNT WILSON
1981-07-15	95.0	BURBANK-GLENDALE-PAS
1981-07-16	79.0	MOUNT WILSON
1981-07-17	91.0	BURBANK-GLENDALE-PAS
1981-07-18	80.1	MOUNT WILSON
1981-07-19	82.9	MOUNT WILSON
1981-07-20	84.0	MOUNT WILSON
1981-07-21	95.0	BURBANK-GLENDALE-PAS
1981-07-22	91.9	BURBANK-GLENDALE-PAS
1981-07-23	84.0	MOUNT WILSON
1981-07-24	87.1	MOUNT WILSON
1981-07-25	81.0	MOUNT WILSON
1981-07-26	78.1	MOUNT WILSON
1981-07-27	88.0	BURBANK-GLENDALE-PAS
1981-07-28	88.0	BURBANK-GLENDALE-PAS
1981-07-29	87.1	BURBANK-GLENDALE-PAS
1981-07-30	81.0	MOUNT WILSON
1981-07-31	87.1	BURBANK-GLENDALE-PAS
1981-08-01	78.1	MOUNT WILSON
1981-08-02	93.0	BURBANK-GLENDALE-PAS
1981-08-03	77.0	MOUNT WILSON
1981-08-04	88.0	BURBANK-GLENDALE-PAS
1981-08-05	82.9	MOUNT WILSON
1981-08-06	93.0	BURBANK-GLENDALE-PAS
1981-08-07	88.0	MOUNT WILSON
1981-08-08	90.0	MOUNT WILSON
1981-08-09	87.1	MOUNT WILSON
1981-08-10	93.0	BURBANK-GLENDALE-PAS
1981-08-11	88.0	BURBANK-GLENDALE-PAS
1981-08-12	88.0	BURBANK-GLENDALE-PAS
1981-08-13	90.0	BURBANK-GLENDALE-PAS
1981-08-14	93.9	BURBANK-GLENDALE-PAS
1981-08-15	75.0	MOUNT WILSON
1981-08-16	90.0	BURBANK-GLENDALE-PAS
1981-08-17	84.9	MOUNT WILSON
1981-08-18	84.9	BURBANK-GLENDALE-PAS
1981-08-19	90.0	BURBANK-GLENDALE-PAS
1981-08-20	99.0	BURBANK-GLENDALE-PAS
1981-08-21	81.0	MOUNT WILSON
1981-08-22	96.1	BURBANK-GLENDALE-PAS
1981-08-23	80.1	MOUNT WILSON
1981-08-24	81.0	MOUNT WILSON
1981-08-25	107.1	BURBANK-GLENDALE-PAS
1981-08-26	86.0	MOUNT WILSON
1981-08-27	109.0	BURBANK-GLENDALE-PAS
1981-08-28	90.0	MOUNT WILSON
1981-08-29	107.1	BURBANK-GLENDALE-PAS
1981-08-30	96.1	BURBANK-GLENDALE-PAS
1981-08-31	88.0	BURBANK-GLENDALE-PAS
1981-09-01	88.0	BURBANK-GLENDALE-PAS
1981-09-02	77.0	MOUNT WILSON
1981-09-03	84.9	BURBANK-GLENDALE-PAS
1981-09-04	78.1	MOUNT WILSON
1981-09-05	78.1	MOUNT WILSON
1981-09-06	75.9	MOUNT WILSON
1981-09-07	91.9	BURBANK-GLENDALE-PAS
1981-09-08	98.1	BURBANK-GLENDALE-PAS
1981-09-09	95.0	BURBANK-GLENDALE-PAS
1981-09-10	88.0	BURBANK-GLENDALE-PAS
1981-09-11	91.0	BURBANK-GLENDALE-PAS
1981-09-12	99.0	BURBANK-GLENDALE-PAS
1981-09-13	90.0	BURBANK-GLENDALE-PAS
1981-09-14	77.0	MOUNT WILSON
1981-09-15	91.0	BURBANK-GLENDALE-PAS
1981-09-16	80.1	MOUNT WILSON
1981-09-17	98.1	BURBANK-GLENDALE-PAS
1981-09-18	79.0	MOUNT WILSON
1981-09-19	81.0	MOUNT WILSON
1981-09-20	93.9	BURBANK-GLENDALE-PAS
1981-09-21	73.9	MOUNT WILSON
1981-09-22	86.0	BURBANK-GLENDALE-PAS
1981-09-23	81.0	BURBANK-GLENDALE-PAS
1981-09-24	80.1	BURBANK-GLENDALE-PAS
1981-09-25	81.0	BURBANK-GLENDALE-PAS
1981-09-26	82.9	BURBANK-GLENDALE-PAS
1981-09-27	75.9	MOUNT WILSON
1981-09-28	84.0	BURBANK-GLENDALE-PAS
1981-09-29	80.1	BURBANK-GLENDALE-PAS
1981-09-30	80.1	BURBANK-GLENDALE-PAS
1981-10-01	73.0	BURBANK-GLENDALE-PAS
1981-10-02	73.9	BURBANK-GLENDALE-PAS
1981-10-03	70.0	BURBANK-GLENDALE-PAS
1981-10-04	54.0	MOUNT WILSON
1981-10-05	63.0	MOUNT WILSON
1981-10-06	89.1	BURBANK-GLENDALE-PAS
1981-10-07	86.0	BURBANK-GLENDALE-PAS
1981-10-08	79.0	BURBANK-GLENDALE-PAS
1981-10-09	78.1	BURBANK-GLENDALE-PAS
1981-10-10	61.0	MOUNT WILSON
1981-10-11	70.0	BURBANK-GLENDALE-PAS
1981-10-12	59.0	MOUNT WILSON
1981-10-13	70.0	BURBANK-GLENDALE-PAS
1981-10-14	45.0	MOUNT WILSON
1981-10-15	46.0	MOUNT WILSON
1981-10-16	52.0	MOUNT WILSON
1981-10-17	55.0	MOUNT WILSON
1981-10-18	63.0	MOUNT WILSON
1981-10-19	66.9	MOUNT WILSON
1981-10-20	70.0	MOUNT WILSON
1981-10-21	82.9	BURBANK-GLENDALE-PAS
1981-10-22	93.9	BURBANK-GLENDALE-PAS
1981-10-23	90.0	BURBANK-GLENDALE-PAS
1981-10-24	84.9	BURBANK-GLENDALE-PAS
1981-10-25	69.1	MOUNT WILSON
1981-10-26	64.9	MOUNT WILSON
1981-10-27	60.1	MOUNT WILSON
1981-10-28	70.0	BURBANK-GLENDALE-PAS
1981-10-29	68.0	BURBANK-GLENDALE-PAS
1981-10-30	80.1	BURBANK-GLENDALE-PAS
1981-10-31	55.0	MOUNT WILSON
1981-11-01	90.0	BURBANK-GLENDALE-PAS
1981-11-02	91.0	BURBANK-GLENDALE-PAS
1981-11-03	69.1	MOUNT WILSON
1981-11-04	79.0	BURBANK-GLENDALE-PAS
1981-11-05	75.9	BURBANK-GLENDALE-PAS
1981-11-06	70.0	BURBANK-GLENDALE-PAS
1981-11-07	73.0	BURBANK-GLENDALE-PAS
1981-11-08	62.1	MOUNT WILSON
1981-11-09	63.0	MOUNT WILSON
1981-11-10	81.0	BURBANK-GLENDALE-PAS
1981-11-11	82.0	BURBANK-GLENDALE-PAS
1981-11-12	77.0	BURBANK-GLENDALE-PAS
1981-11-13	70.0	BURBANK-GLENDALE-PAS
1981-11-14	71.1	BURBANK-GLENDALE-PAS
1981-11-15	79.0	BURBANK-GLENDALE-PAS
1981-11-16	80.1	BURBANK-GLENDALE-PAS
1981-11-17	63.0	MOUNT WILSON
1981-11-18	55.9	MOUNT WILSON
1981-11-19	84.0	BURBANK-GLENDALE-PAS
1981-11-20	81.0	BURBANK-GLENDALE-PAS
1981-11-21	75.9	BURBANK-GLENDALE-PAS
1981-11-22	73.9	BURBANK-GLENDALE-PAS
1981-11-23	75.9	BURBANK-GLENDALE-PAS
1981-11-24	66.0	MOUNT WILSON
1981-11-25	71.1	BURBANK-GLENDALE-PAS
1981-11-26	68.0	BURBANK-GLENDALE-PAS
1981-11-27	59.0	BURBANK-GLENDALE-PAS
1981-11-28	55.0	BURBANK-GLENDALE-PAS
1981-11-29	68.0	BURBANK-GLENDALE-PAS
1981-11-30	66.9	BURBANK-GLENDALE-PAS
1981-12-01	72.0	BURBANK-GLENDALE-PAS
1981-12-02	62.1	MOUNT WILSON
1981-12-03	82.9	BURBANK-GLENDALE-PAS
1981-12-04	66.0	MOUNT WILSON
1981-12-05	77.0	BURBANK-GLENDALE-PAS
1981-12-06	73.9	BURBANK-GLENDALE-PAS
1981-12-07	81.0	BURBANK-GLENDALE-PAS
1981-12-08	84.9	BURBANK-GLENDALE-PAS
1981-12-09	82.0	BURBANK-GLENDALE-PAS
1981-12-10	72.0	BURBANK-GLENDALE-PAS
1981-12-11	69.1	BURBANK-GLENDALE-PAS
1981-12-12	68.0	BURBANK-GLENDALE-PAS
1981-12-13	48.9	MOUNT WILSON
1981-12-14	60.1	MOUNT WILSON
1981-12-15	78.1	BURBANK-GLENDALE-PAS
1981-12-16	75.0	BURBANK-GLENDALE-PAS
1981-12-17	81.0	BURBANK-GLENDALE-PAS
1981-12-18	57.9	MOUNT WILSON
1981-12-19	59.0	MOUNT WILSON
1981-12-20	72.0	BURBANK-GLENDALE-PAS
1981-12-21	46.9	MOUNT WILSON
1981-12-22	70.0	BURBANK-GLENDALE-PAS
1981-12-23	70.0	BURBANK-GLENDALE-PAS
1981-12-24	70.0	BURBANK-GLENDALE-PAS
1981-12-25	68.0	BURBANK-GLENDALE-PAS
1981-12-26	53.1	MOUNT WILSON
1981-12-27	53.1	MOUNT WILSON
1981-12-28	53.1	MOUNT WILSON
1981-12-29	54.0	MOUNT WILSON
1981-12-30	63.0	BURBANK-GLENDALE-PAS
1981-12-31	60.1	BURBANK-GLENDALE-PAS
1982-01-01	37.0	MOUNT WILSON
1982-01-02	60.1	BURBANK-GLENDALE-PAS
1982-01-03	34.0	MOUNT WILSON
1982-01-04	57.9	BURBANK-GLENDALE-PAS
1982-01-05	37.9	MOUNT WILSON
1982-01-06	62.1	BURBANK-GLENDALE-PAS
1982-01-07	62.1	BURBANK-GLENDALE-PAS
1982-01-08	71.1	BURBANK-GLENDALE-PAS
1982-01-09	55.0	MOUNT WILSON
1982-01-10	77.0	BURBANK-GLENDALE-PAS
1982-01-11	48.0	MOUNT WILSON
1982-01-12	44.1	MOUNT WILSON
1982-01-13	46.0	MOUNT WILSON
1982-01-14	54.0	MOUNT WILSON
1982-01-15	59.0	MOUNT WILSON
1982-01-16	80.1	BURBANK-GLENDALE-PAS
1982-01-17	73.0	BURBANK-GLENDALE-PAS
1982-01-18	64.9	BURBANK-GLENDALE-PAS
1982-01-19	60.1	BURBANK-GLENDALE-PAS
1982-01-20	59.0	BURBANK-GLENDALE-PAS
1982-01-21	55.9	BURBANK-GLENDALE-PAS
1982-01-22	59.0	BURBANK-GLENDALE-PAS
1982-01-23	46.9	MOUNT WILSON
1982-01-24	68.0	MOUNT WILSON
1982-01-25	68.0	MOUNT WILSON
1982-01-26	57.0	MOUNT WILSON
1982-01-27	51.1	MOUNT WILSON
1982-01-28	60.1	BURBANK-GLENDALE-PAS
1982-01-29	35.1	MOUNT WILSON
1982-01-30	39.9	MOUNT WILSON
1982-01-31	51.1	MOUNT WILSON
1982-02-01	75.0	BURBANK-GLENDALE-PAS
1982-02-02	55.0	MOUNT WILSON
1982-02-03	71.1	BURBANK-GLENDALE-PAS
1982-02-04	64.9	BURBANK-GLENDALE-PAS
1982-02-05	66.9	BURBANK-GLENDALE-PAS
1982-02-06	70.0	BURBANK-GLENDALE-PAS
1982-02-07	66.9	BURBANK-GLENDALE-PAS
1982-02-08	36.0	MOUNT WILSON
1982-02-09	60.1	BURBANK-GLENDALE-PAS
1982-02-10	55.9	BURBANK-GLENDALE-PAS
1982-02-11	69.1	BURBANK-GLENDALE-PAS
1982-02-12	72.0	BURBANK-GLENDALE-PAS
1982-02-13	72.0	BURBANK-GLENDALE-PAS
1982-02-14	70.0	BURBANK-GLENDALE-PAS
1982-02-15	54.0	MOUNT WILSON
1982-02-16	71.1	BURBANK-GLENDALE-PAS
1982-02-17	54.0	MOUNT WILSON
1982-02-18	80.1	BURBANK-GLENDALE-PAS
1982-02-19	55.0	MOUNT WILSON
1982-02-20	80.1	BURBANK-GLENDALE-PAS
1982-02-22	81.0	BURBANK-GLENDALE-PAS
1982-02-23	69.1	BURBANK-GLENDALE-PAS
1982-02-24	64.9	BURBANK-GLENDALE-PAS
1982-02-25	64.9	BURBANK-GLENDALE-PAS
1982-02-26	66.9	BURBANK-GLENDALE-PAS
1982-02-27	71.1	BURBANK-GLENDALE-PAS
1982-02-28	75.0	BURBANK-GLENDALE-PAS
1982-03-01	55.0	MOUNT WILSON
1982-03-02	64.9	BURBANK-GLENDALE-PAS
1982-03-03	42.1	MOUNT WILSON
1982-03-04	68.0	BURBANK-GLENDALE-PAS
1982-03-05	71.1	BURBANK-GLENDALE-PAS
1982-03-06	73.9	BURBANK-GLENDALE-PAS
1982-03-07	73.9	BURBANK-GLENDALE-PAS
1982-03-08	71.1	BURBANK-GLENDALE-PAS
1982-03-09	75.0	BURBANK-GLENDALE-PAS
1982-03-10	60.1	MOUNT WILSON
1982-03-11	75.0	BURBANK-GLENDALE-PAS
1982-03-12	69.1	BURBANK-GLENDALE-PAS
1982-03-13	70.0	BURBANK-GLENDALE-PAS
1982-03-14	60.1	BURBANK-GLENDALE-PAS
1982-03-15	39.0	MOUNT WILSON
1982-03-16	59.0	BURBANK-GLENDALE-PAS
1982-03-17	57.0	BURBANK-GLENDALE-PAS
1982-03-18	57.9	BURBANK-GLENDALE-PAS
1982-03-19	62.1	BURBANK-GLENDALE-PAS
1982-03-20	68.0	BURBANK-GLENDALE-PAS
1982-03-21	71.1	BURBANK-GLENDALE-PAS
1982-03-22	50.0	MOUNT WILSON
1982-03-23	75.0	BURBANK-GLENDALE-PAS
1982-03-24	75.0	BURBANK-GLENDALE-PAS
1982-03-25	54.0	MOUNT WILSON
1982-03-26	39.9	MOUNT WILSON
1982-03-27	41.0	MOUNT WILSON
1982-03-28	70.0	BURBANK-GLENDALE-PAS
1982-03-29	32.0	MOUNT WILSON
1982-03-30	61.0	BURBANK-GLENDALE-PAS
1982-03-31	41.0	MOUNT WILSON
1982-04-01	62.1	BURBANK-GLENDALE-PAS
1982-04-02	32.0	MOUNT WILSON
1982-04-03	44.1	MOUNT WILSON
1982-04-04	44.1	MOUNT WILSON
1982-04-05	66.0	BURBANK-GLENDALE-PAS
1982-04-06	63.0	BURBANK-GLENDALE-PAS
1982-04-07	66.0	BURBANK-GLENDALE-PAS
1982-04-08	66.0	BURBANK-GLENDALE-PAS
1982-04-09	73.0	BURBANK-GLENDALE-PAS
1982-04-10	59.0	MOUNT WILSON
1982-04-11	69.1	BURBANK-GLENDALE-PAS
1982-04-12	46.0	MOUNT WILSON
1982-04-13	68.0	BURBANK-GLENDALE-PAS
1982-04-14	68.0	BURBANK-GLENDALE-PAS
1982-04-15	70.0	BURBANK-GLENDALE-PAS
1982-04-16	69.1	BURBANK-GLENDALE-PAS
1982-04-17	60.1	MOUNT WILSON
1982-04-18	80.1	BURBANK-GLENDALE-PAS
1982-04-19	66.0	MOUNT WILSON
1982-04-20	66.9	MOUNT WILSON
1982-04-21	66.9	MOUNT WILSON
1982-04-22	55.9	MOUNT WILSON
1982-04-23	84.0	BURBANK-GLENDALE-PAS
1982-04-24	63.0	MOUNT WILSON
1982-04-25	62.1	MOUNT WILSON
1982-04-26	61.0	MOUNT WILSON
1982-04-27	64.9	MOUNT WILSON
1982-04-28	75.0	BURBANK-GLENDALE-PAS
1982-04-29	70.0	MOUNT WILSON
1982-04-30	66.9	MOUNT WILSON
1982-05-01	66.0	MOUNT WILSON
1982-05-02	64.0	MOUNT WILSON
1982-05-03	75.0	BURBANK-GLENDALE-PAS
1982-05-04	68.0	MOUNT WILSON
1982-05-05	59.0	MOUNT WILSON
1982-05-06	78.1	BURBANK-GLENDALE-PAS
1982-05-07	75.9	BURBANK-GLENDALE-PAS
1982-05-08	71.1	BURBANK-GLENDALE-PAS
1982-05-09	41.0	MOUNT WILSON
1982-05-10	36.0	MOUNT WILSON
1982-05-11	66.9	BURBANK-GLENDALE-PAS
1982-05-12	52.0	MOUNT WILSON
1982-05-13	64.9	MOUNT WILSON
1982-05-14	73.9	BURBANK-GLENDALE-PAS
1982-05-15	62.1	MOUNT WILSON
1982-05-16	70.0	MOUNT WILSON
1982-05-17	71.1	MOUNT WILSON
1982-05-18	84.9	BURBANK-GLENDALE-PAS
1982-05-19	64.9	MOUNT WILSON
1982-05-20	78.1	BURBANK-GLENDALE-PAS
1982-05-21	72.0	MOUNT WILSON
1982-05-22	73.0	BURBANK-GLENDALE-PAS
1982-05-23	78.1	MOUNT WILSON
1982-05-24	78.1	MOUNT WILSON
1982-05-25	77.0	MOUNT WILSON
1982-05-26	71.1	BURBANK-GLENDALE-PAS
1982-05-27	64.9	BURBANK-GLENDALE-PAS
1982-05-28	51.1	MOUNT WILSON
1982-05-29	72.0	BURBANK-GLENDALE-PAS
1982-05-30	61.0	MOUNT WILSON
1982-05-31	73.0	BURBANK-GLENDALE-PAS
1982-06-01	59.0	MOUNT WILSON
1982-06-02	62.1	MOUNT WILSON
1982-06-03	75.0	BURBANK-GLENDALE-PAS
1982-06-04	71.1	MOUNT WILSON
1982-06-05	75.9	BURBANK-GLENDALE-PAS
1982-06-06	60.1	MOUNT WILSON
1982-06-07	59.0	MOUNT WILSON
1982-06-08	75.9	BURBANK-GLENDALE-PAS
1982-06-09	73.9	BURBANK-GLENDALE-PAS
1982-06-10	70.0	MOUNT WILSON
1982-06-11	75.0	BURBANK-GLENDALE-PAS
1982-06-12	73.0	MOUNT WILSON
1982-06-13	66.9	MOUNT WILSON
1982-06-14	68.0	MOUNT WILSON
1982-06-15	77.0	BURBANK-GLENDALE-PAS
1982-06-16	75.0	BURBANK-GLENDALE-PAS
1982-06-17	72.0	BURBANK-GLENDALE-PAS
1982-06-18	71.1	MOUNT WILSON
1982-06-19	75.9	BURBANK-GLENDALE-PAS
1982-06-20	73.9	MOUNT WILSON
1982-06-21	75.0	BURBANK-GLENDALE-PAS
1982-06-22	77.0	MOUNT WILSON
1982-06-23	75.9	MOUNT WILSON
1982-06-24	75.0	MOUNT WILSON
1982-06-25	71.1	MOUNT WILSON
1982-06-26	72.0	MOUNT WILSON
1982-06-27	86.0	BURBANK-GLENDALE-PAS
1982-06-28	73.0	MOUNT WILSON
1982-06-29	60.1	MOUNT WILSON
1982-06-30	73.0	BURBANK-GLENDALE-PAS
1982-07-01	80.1	BURBANK-GLENDALE-PAS
1982-07-02	66.0	MOUNT WILSON
1982-07-03	82.9	BURBANK-GLENDALE-PAS
1982-07-04	68.0	MOUNT WILSON
1982-07-05	81.0	BURBANK-GLENDALE-PAS
1982-07-06	66.0	MOUNT WILSON
1982-07-07	69.1	MOUNT WILSON
1982-07-08	88.0	BURBANK-GLENDALE-PAS
1982-07-09	69.1	MOUNT WILSON
1982-07-10	89.1	BURBANK-GLENDALE-PAS
1982-07-11	93.9	BURBANK-GLENDALE-PAS
1982-07-12	82.0	MOUNT WILSON
1982-07-13	79.0	MOUNT WILSON
1982-07-14	91.0	BURBANK-GLENDALE-PAS
1982-07-15	89.1	BURBANK-GLENDALE-PAS
1982-07-16	75.0	MOUNT WILSON
1982-07-17	75.9	MOUNT WILSON
1982-07-18	79.0	MOUNT WILSON
1982-07-19	93.9	BURBANK-GLENDALE-PAS
1982-07-20	80.1	MOUNT WILSON
1982-07-21	81.0	MOUNT WILSON
1982-07-22	84.0	MOUNT WILSON
1982-07-23	93.9	BURBANK-GLENDALE-PAS
1982-07-24	79.0	MOUNT WILSON
1982-07-25	77.0	MOUNT WILSON
1982-07-26	79.0	MOUNT WILSON
1982-07-27	79.0	MOUNT WILSON
1982-07-28	84.9	MOUNT WILSON
1982-07-29	91.9	BURBANK-GLENDALE-PAS
1982-07-30	89.1	MOUNT WILSON
1982-07-31	89.1	MOUNT WILSON
1982-08-01	91.0	BURBANK-GLENDALE-PAS
1982-08-02	86.0	BURBANK-GLENDALE-PAS
1982-08-03	73.0	MOUNT WILSON
1982-08-04	87.1	BURBANK-GLENDALE-PAS
1982-08-05	80.1	MOUNT WILSON
1982-08-06	81.0	MOUNT WILSON
1982-08-07	84.0	MOUNT WILSON
1982-08-08	82.0	MOUNT WILSON
1982-08-09	102.9	BURBANK-GLENDALE-PAS
1982-08-10	82.0	MOUNT WILSON
1982-08-11	91.0	BURBANK-GLENDALE-PAS
1982-08-12	78.1	MOUNT WILSON
1982-08-13	73.0	MOUNT WILSON
1982-08-14	73.9	MOUNT WILSON
1982-08-15	75.0	MOUNT WILSON
1982-08-16	89.1	BURBANK-GLENDALE-PAS
1982-08-17	79.0	MOUNT WILSON
1982-08-18	93.0	BURBANK-GLENDALE-PAS
1982-08-19	99.0	BURBANK-GLENDALE-PAS
1982-08-20	84.0	MOUNT WILSON
1982-08-21	86.0	MOUNT WILSON
1982-08-22	86.0	MOUNT WILSON
1982-08-23	82.9	MOUNT WILSON
1982-08-24	78.1	MOUNT WILSON
1982-08-25	73.9	MOUNT WILSON
1982-08-26	71.1	MOUNT WILSON
1982-08-27	72.0	MOUNT WILSON
1982-08-28	71.1	MOUNT WILSON
1982-08-29	70.0	MOUNT WILSON
1982-08-30	90.0	BURBANK-GLENDALE-PAS
1982-08-31	77.0	MOUNT WILSON
1982-09-01	84.0	MOUNT WILSON
1982-09-02	108.0	BURBANK-GLENDALE-PAS
1982-09-03	87.1	MOUNT WILSON
1982-09-04	84.9	MOUNT WILSON
1982-09-05	84.9	MOUNT WILSON
1982-09-06	82.0	MOUNT WILSON
1982-09-07	84.9	MOUNT WILSON
1982-09-08	90.0	BURBANK-GLENDALE-PAS
1982-09-09	69.1	MOUNT WILSON
1982-09-10	66.9	MOUNT WILSON
1982-09-11	81.0	BURBANK-GLENDALE-PAS
1982-09-12	79.0	BURBANK-GLENDALE-PAS
1982-09-13	75.9	BURBANK-GLENDALE-PAS
1982-09-14	75.0	BURBANK-GLENDALE-PAS
1982-09-15	57.9	MOUNT WILSON
1982-09-16	48.0	MOUNT WILSON
1982-09-17	57.0	MOUNT WILSON
1982-09-18	84.9	BURBANK-GLENDALE-PAS
1982-09-19	82.9	BURBANK-GLENDALE-PAS
1982-09-20	87.1	BURBANK-GLENDALE-PAS
1982-09-21	73.0	MOUNT WILSON
1982-09-22	78.1	MOUNT WILSON
1982-09-23	82.0	MOUNT WILSON
1982-09-24	82.0	MOUNT WILSON
1982-09-25	90.0	BURBANK-GLENDALE-PAS
1982-09-26	78.1	BURBANK-GLENDALE-PAS
1982-09-27	73.9	BURBANK-GLENDALE-PAS
1982-09-28	53.1	MOUNT WILSON
1982-09-29	48.9	MOUNT WILSON
1982-09-30	50.0	MOUNT WILSON
1982-10-01	57.0	MOUNT WILSON
1982-10-02	66.9	MOUNT WILSON
1982-10-03	71.1	MOUNT WILSON
1982-10-04	69.1	MOUNT WILSON
1982-10-05	69.1	MOUNT WILSON
1982-10-06	66.9	MOUNT WILSON
1982-10-07	66.0	MOUNT WILSON
1982-10-08	62.1	MOUNT WILSON
1982-10-09	66.0	MOUNT WILSON
1982-10-10	84.9	BURBANK-GLENDALE-PAS
1982-10-11	84.9	BURBANK-GLENDALE-PAS
1982-10-12	88.0	BURBANK-GLENDALE-PAS
1982-10-13	66.0	MOUNT WILSON
1982-10-14	69.1	MOUNT WILSON
1982-10-15	66.0	MOUNT WILSON
1982-10-16	68.0	MOUNT WILSON
1982-10-17	68.0	MOUNT WILSON
1982-10-18	64.9	MOUNT WILSON
1982-10-19	64.9	MOUNT WILSON
1982-10-20	64.0	MOUNT WILSON
1982-10-21	82.9	BURBANK-GLENDALE-PAS
1982-10-22	93.0	BURBANK-GLENDALE-PAS
1982-10-23	69.1	MOUNT WILSON
1982-10-24	90.0	BURBANK-GLENDALE-PAS
1982-10-25	59.0	MOUNT WILSON
1982-10-26	73.0	BURBANK-GLENDALE-PAS
1982-10-27	75.9	BURBANK-GLENDALE-PAS
1982-10-28	57.0	MOUNT WILSON
1982-10-29	57.0	MOUNT WILSON
1982-10-30	63.0	MOUNT WILSON
1982-10-31	73.0	BURBANK-GLENDALE-PAS
1982-11-01	55.0	MOUNT WILSON
1982-11-02	60.1	MOUNT WILSON
1982-11-03	82.9	BURBANK-GLENDALE-PAS
1982-11-04	62.1	MOUNT WILSON
1982-11-05	81.0	BURBANK-GLENDALE-PAS
1982-11-06	61.0	MOUNT WILSON
1982-11-07	71.1	BURBANK-GLENDALE-PAS
1982-11-08	44.1	MOUNT WILSON
1982-11-09	66.0	BURBANK-GLENDALE-PAS
1982-11-10	62.1	BURBANK-GLENDALE-PAS
